buy_h_, dis_ser_, ot_ch_, islamic_, lone_p_h_, la_for_, man_pro_, pentec_, uk_, h_degree_, trans_in_, own_h_, unemploy_, catholic_, overseas_, ad_ss_, c_no_c_h_, pollingpla, c_diploma_, no_relig_, rent_h_, soc_ser_, rou_pro_w_, se_eu_, ex_in_, address_5_, o_n_c_r_, d599_, per_ser_, c_w_c_h_, indigenou_, stateab, poll_id, o_p_f_h_, boundedBy, d600_2499_, public_h_, m_east_, anglican_, internet_, d2500_, bus_fin_, asia_, in_p_s_w_
50.6868,27.7537,14.5109,4.1892,12.1482,71.62,20.8054,1.1445,4.2287,21.1419,22.8583,30.2885,4.64,41.0063,29.5577,2.8425,29.5438,"St Clair",62.2386,11.7901,16.4835,21.9897,57.955,0.2589,0.2369,24.0561,2.9367,12.3457,5.8824,29.0202,2.9558,"NSW",409,17.2027,[150.77593226,-33.80277401,150.79323267,-33.78594458],56.9273,0.4121,1.7476,20.6651,82.716,19.9588,11.5673,7.3571,18.9499
32.0,28.5064,14.9796,1.7368,21.7143,42.3167,14.7081,1.0312,3.3659,11.9086,25.398,25.1429,6.5833,31.5061,30.1031,2.881,27.2449,"St Marys North",52.0392,13.3786,19.102,19.4086,61.6376,0.0,0.0,24.3214,3.9891,27.0138,7.3541,25.102,5.7275,"NSW",410,33.2653,[150.75216301,-33.76581414,150.79762256,-33.73520128],52.5631,19.102,0.6786,22.578,64.8495,7.7299,7.3541,5.2932,21.0008
29.5436,27.2795,18.6882,4.1476,15.493,49.8455,13.154,1.4468,3.5654,7.9678,24.29,17.8423,13.8091,28.7919,32.3055,5.0075,20.8257,"Shalvey",51.8353,15.3123,15.4357,18.2362,64.9477,0.2168,0.2242,25.7769,2.4355,29.2461,10.0897,25.3211,8.4076,"NSW",411,35.9633,[150.800116,-33.73514271,150.8189207,-33.72272018],49.3786,32.1992,1.1563,21.2443,69.4283,6.5452,8.0717,2.385,19.5815
20.2857,28.8945,19.242,3.3191,22.6429,41.275,8.794,2.3996,3.1824,5.6918,24.0369,17.5714,15.5667,26.1494,29.4263,4.4389,22.6415,"Tregear",49.0368,15.1155,20.1429,15.9966,68.3417,0.2017,0.8375,26.087,1.7717,30.9353,8.794,23.7197,9.7266,"NSW",412,40.2516,[150.78397386,-33.75298918,150.80145194,-33.73310588],52.3022,36.1429,1.2999,22.0902,59.1661,2.518,6.7839,1.8826,19.4305
23.8251,29.2653,16.8012,4.4387,24.8087,46.95,11.208,2.8247,3.2697,7.4753,22.5405,21.6393,14.4167,29.0169,32.6231,5.2304,23.6544,"Whalan",51.481,12.7293,15.4098,18.4309,66.9988,0.2204,0.4981,24.3571,3.8151,32.5633,6.7248,21.813,6.3924,"NSW",414,40.2266,[150.80202374,-33.75799272,150.81561901,-33.745896],49.725,34.2077,1.3226,22.1937,62.2951,4.2904,7.9701,3.9677,17.8082
37.8551,26.0123,14.4037,3.578,19.3594,43.82,21.4724,2.9128,3.4862,22.8107,22.1472,18.0398,14.0,30.9633,33.0505,3.8037,30.3896,"Willmot",49.7881,15.367,18.679,21.7791,57.362,0.0688,2.8221,42.3165,3.3716,23.9487,5.3988,30.303,7.2477,"NSW",415,26.3203,[150.75962992,-33.74097774,150.81674499,-33.69106044],53.9558,19.1051,0.5734,20.1835,70.3069,12.1169,10.3067,7.3165,18.1595
55.5483,26.0676,13.3382,2.3516,8.7582,65.6389,24.3252,1.5433,3.16,22.7878,24.1544,28.4231,4.4722,43.8545,28.4035,2.3232,21.4286,"Erskine Park",57.1836,9.2045,12.3297,20.9088,55.1418,0.1653,0.6833,19.7685,3.6561,8.1978,7.2771,37.8151,1.8188,"NSW",11939,12.535,[150.7753495,-33.864921,150.85347274,-33.790125],53.2856,1.233,1.5433,20.7606,87.3623,26.8055,11.1718,7.5877,18.6197
60.7411,28.3747,17.6108,7.6396,8.3083,67.7875,19.3655,1.5087,1.6996,29.3588,23.7953,14.7221,6.6875,38.911,44.0378,3.3822,18.893,"Hassall Grove",51.631,7.9413,20.03,20.413,59.6528,0.1371,0.419,25.9457,7.5161,10.35,6.5849,44.4918,2.3026,"NSW",31030,16.3385,[150.82957494,-33.74444664,150.84939104,-33.72620983],62.1,1.5523,2.4397,13.0709,86.1569,15.7,10.9249,15.5839,19.2158
63.7309,29.6957,13.6667,6.1765,8.4488,69.4357,21.6227,1.549,1.3521,35.7475,23.4077,9.4313,5.8286,37.9412,45.6398,3.3266,18.7636,"Glendenning",50.2328,8.7451,20.111,21.3387,58.2961,0.2156,0.5274,32.0008,16.0588,8.5813,5.071,48.4364,1.9792,"NSW",31463,16.9455,[150.84270102,-33.761828,150.86523219,-33.73372566],66.2284,4.7157,0.7643,11.549,86.9295,17.7163,11.4402,23.1432,18.3773
35.3349,23.0321,13.0631,1.3514,22.1445,53.56,23.0321,0.3003,3.3058,19.186,28.1341,35.7968,5.06,38.964,23.8918,3.6443,29.3255,"Schofields (Chifley)",60.2713,13.3634,26.097,18.0758,56.7055,0.0,5.9767,24.568,2.027,18.7793,5.9767,30.7918,1.6529,"NSW",58848,16.7155,[150.84476998,-33.7244912,150.88328874,-33.67988685],53.9906,0.0,0.6762,23.4234,74.478,18.0751,6.8513,2.6296,18.0758
53.0525,28.1897,16.1117,5.6096,13.7153,59.0636,20.2835,2.2029,1.821,26.1953,24.9727,21.0662,5.0818,38.166,40.0616,2.8899,21.2241,"Dean Park",56.1616,10.6045,19.7764,20.6652,58.7241,0.4617,0.8724,27.0839,6.5061,13.5972,5.3435,38.9931,2.3083,"NSW",1027,19.4472,[150.84869136,-33.74664645,150.8758769,-33.72871298],60.5852,1.8057,1.7697,15.1383,81.277,14.9742,10.0327,14.0036,19.084
19.9616,27.37,9.3865,1.5521,34.749,62.1667,24.9235,0.4435,2.5167,17.1674,25.5352,38.9635,3.9333,45.898,26.5729,2.2936,33.8192,"Marsden Park",55.5794,11.456,32.0537,15.5963,58.5627,0.0,7.4924,29.9778,3.0303,26.3056,6.8807,25.656,3.2568,"NSW",1039,18.6589,[150.78498099,-33.73305746,150.87263712,-33.64291701],45.4545,0.0,0.2221,21.0643,64.5594,14.7002,7.1865,2.5907,15.1376
