,location,key,value,type
1389,Whalan South,lat_2,-33.748963,
1390,Minchinbury,lat_2,-33.77521831,
1391,Mount Druitt,lat_2,-33.75692916,
1392,Mount Druitt North,lat_2,-33.75360101,
1393,Mount Druitt South,lat_2,-33.76840778,
1394,Plumpton,lat_2,-33.73971322,
1395,Rooty Hill North,lat_2,-33.757382,
1396,Rooty Hill South,lat_2,-33.75930154,
1397,St Clair,lat_2,-33.78594458,
1398,St Marys North,lat_2,-33.73520128,
1399,Shalvey,lat_2,-33.72272018,
1400,Tregear,lat_2,-33.73310588,
1401,Whalan,lat_2,-33.745896,
1402,Willmot,lat_2,-33.69106044,
1403,Erskine Park,lat_2,-33.790125,
1404,Hassall Grove,lat_2,-33.72620983,
1405,Glendenning,lat_2,-33.73372566,
1406,Schofields (Chifley),lat_2,-33.67988685,
1407,Dean Park,lat_2,-33.72871298,
1408,Marsden Park,lat_2,-33.64291701,
1409,bidwill,child_education_provider,3,
1410,blackett,child_education_provider,2,
1411,colyton,child_education_provider,3,
1412,dharruk,child_education_provider,1,
1413,eastern creek,child_education_provider,1,
1414,emerton,child_education_provider,2,
1415,erskine park,child_education_provider,1,
1416,glendenning,child_education_provider,6,
1417,hassall grove,child_education_provider,3,
1418,hebersham,child_education_provider,2,
1419,lethbridge park,child_education_provider,2,
1420,minchinbury,child_education_provider,7,
1421,mount druitt,child_education_provider,10,
1422,mount druitt south,child_education_provider,1,
1423,mt druitt,child_education_provider,7,
1424,oakhurst,child_education_provider,4,
1425,oxley park,child_education_provider,2,
1426,plumpton,child_education_provider,6,
1427,rooty hill,child_education_provider,7,
1428,shalvey,child_education_provider,2,
1429,st clair,child_education_provider,3,
1430,st marys,child_education_provider,2,
1431,tregear,child_education_provider,1,
1432,whalan,child_education_provider,3,
1433,willmot,child_education_provider,1,
1434,Oxley Park,age75_,4.6037,
1435,St Marys South,age75_,4.5391,
1436,St Clair West,age75_,2.1509,
1437,Bennett Road,age75_,3.9301,
1438,Bidwill,age75_,1.842,
1439,Blackett,age75_,2.7322,
1440,St Clair East,age75_,1.7578,
1441,Dharruk,age75_,2.2307,
1442,Eastern Creek,age75_,3.2881,
1443,Emerton,age75_,2.5459,
1444,Hebersham,age75_,3.8469,
1445,Lethbridge Park,age75_,3.711,
1446,Whalan South,age75_,4.5082,
1447,Minchinbury,age75_,2.863,
1448,Mount Druitt,age75_,2.6064,
1449,Mount Druitt North,age75_,3.8462,
1450,Mount Druitt South,age75_,4.6949,
1451,Plumpton,age75_,1.8991,
1452,Rooty Hill North,age75_,3.3407,
1453,Rooty Hill South,age75_,11.6231,
1454,St Clair,age75_,2.2222,
1455,St Marys North,age75_,5.0217,
1456,Shalvey,age75_,2.0236,
1457,Tregear,age75_,3.4962,
1458,Whalan,age75_,3.9677,
1459,Willmot,age75_,3.0734,
1460,Erskine Park,age75_,2.9028,
1461,Hassall Grove,age75_,1.6447,
1462,Glendenning,age75_,1.6461,
1463,Schofields (Chifley),age75_,4.2074,
1464,Dean Park,age75_,4.8217,
1465,Marsden Park,age75_,3.701,
1466,Oxley Park,male_proportion,48.7179,
1467,St Marys South,male_proportion,49.8371,
1468,St Clair West,male_proportion,49.4159,
1469,Bennett Road,male_proportion,49.5844,
1470,Bidwill,male_proportion,47.5776,
1471,Blackett,male_proportion,48.8077,
1472,St Clair East,male_proportion,49.9274,
1473,Dharruk,male_proportion,49.9456,
1474,Eastern Creek,male_proportion,49.3924,
1475,Emerton,male_proportion,49.7192,
1476,Hebersham,male_proportion,49.3181,
1477,Lethbridge Park,male_proportion,48.6927,
1478,Whalan South,male_proportion,49.6585,
1479,Minchinbury,male_proportion,49.7454,
1480,Mount Druitt,male_proportion,49.6521,
1481,Mount Druitt North,male_proportion,50.5067,
1482,Mount Druitt South,male_proportion,49.183,
1483,Plumpton,male_proportion,49.8059,
1484,Rooty Hill North,male_proportion,49.8219,
1485,Rooty Hill South,male_proportion,46.199,
1486,St Clair,male_proportion,49.5793,
1487,St Marys North,male_proportion,50.7329,
1488,Shalvey,male_proportion,48.4462,
1489,Tregear,male_proportion,48.2071,
1490,Whalan,male_proportion,48.2366,
1491,Willmot,male_proportion,50.2752,
1492,Erskine Park,male_proportion,50.1562,
1493,Hassall Grove,male_proportion,49.8904,
1494,Glendenning,male_proportion,49.4415,
1495,Schofields (Chifley),male_proportion,51.3899,
1496,Dean Park,male_proportion,50.1667,
1497,Marsden Park,male_proportion,54.9223,
1498,Oxley Park,age35_44,13.3741,
1499,St Marys South,age35_44,13.3613,
1500,St Clair West,age35_44,13.7029,
1501,Bennett Road,age35_44,14.3682,
1502,Bidwill,age35_44,13.6513,
1503,Blackett,age35_44,13.0154,
1504,St Clair East,age35_44,13.6268,
1505,Dharruk,age35_44,13.9826,
1506,Eastern Creek,age35_44,14.153,
1507,Emerton,age35_44,13.5155,
1508,Hebersham,age35_44,13.393,
1509,Lethbridge Park,age35_44,14.2536,
1510,Whalan South,age35_44,11.612,
1511,Minchinbury,age35_44,13.861,
1512,Mount Druitt,age35_44,15.0136,
1513,Mount Druitt North,age35_44,13.2427,
1514,Mount Druitt South,age35_44,13.7332,
1515,Plumpton,age35_44,15.3036,
1516,Rooty Hill North,age35_44,14.1597,
1517,Rooty Hill South,age35_44,12.7678,
1518,St Clair,age35_44,12.5782,
1519,St Marys North,age35_44,13.4093,
1520,Shalvey,age35_44,12.0694,
1521,Tregear,age35_44,11.7436,
1522,Whalan,age35_44,12.6378,
1523,Willmot,age35_44,13.7156,
1524,Erskine Park,age35_44,13.7608,
1525,Hassall Grove,age35_44,16.0362,
1526,Glendenning,age35_44,18.0482,
1527,Schofields (Chifley),age35_44,12.6221,
1528,Dean Park,age35_44,13.6702,
1529,Marsden Park,age35_44,14.2117,
1530,Oxley Park,age45_59,18.8811,
1531,St Marys South,age45_59,18.5754,
1532,St Clair West,age45_59,21.7504,
1533,Bennett Road,age45_59,18.397,
1534,Bidwill,age45_59,16.8307,
1535,Blackett,age45_59,15.847,
1536,St Clair East,age45_59,22.8995,
1537,Dharruk,age45_59,18.2263,
1538,Eastern Creek,age45_59,19.0136,
1539,Emerton,age45_59,16.5107,
1540,Hebersham,age45_59,19.6418,
1541,Lethbridge Park,age45_59,15.35,
1542,Whalan South,age45_59,16.974,
1543,Minchinbury,age45_59,21.8169,
1544,Mount Druitt,age45_59,15.8627,
1545,Mount Druitt North,age45_59,17.6186,
1546,Mount Druitt South,age45_59,15.8428,
1547,Plumpton,age45_59,20.6959,
1548,Rooty Hill North,age45_59,20.3154,
1549,Rooty Hill South,age45_59,17.7576,
1550,St Clair,age45_59,23.3873,
1551,St Marys North,age45_59,18.4853,
1552,Shalvey,age45_59,17.2729,
1553,Tregear,age45_59,16.0018,
1554,Whalan,age45_59,18.0382,
1555,Willmot,age45_59,14.4266,
1556,Erskine Park,age45_59,23.5164,
1557,Hassall Grove,age45_59,18.4348,
1558,Glendenning,age45_59,16.2453,
1559,Schofields (Chifley),age45_59,20.6612,
1560,Dean Park,age45_59,18.8766,
1561,Marsden Park,age45_59,22.2058,
1562,Oxley Park,lat_1,-33.7785317,
1563,St Marys South,lat_1,-33.78594458,
1564,St Clair West,lat_1,-33.80527232,
1565,Bennett Road,lat_1,-33.7911216,
1566,Bidwill,lat_1,-33.74243676,
1567,Blackett,lat_1,-33.74359416,
1568,St Clair East,lat_1,-33.80618371,
1569,Dharruk,lat_1,-33.75858136,
1570,Eastern Creek,lat_1,-33.80087448,
1571,Emerton,lat_1,-33.75072376,
1572,Hebersham,lat_1,-33.75797852,
1573,Lethbridge Park,lat_1,-33.7437366,
1574,Whalan South,lat_1,-33.77718011,
1575,Minchinbury,lat_1,-33.79364768,
1576,Mount Druitt,lat_1,-33.77997901,
1577,Mount Druitt North,lat_1,-33.77168008,
1578,Mount Druitt South,lat_1,-33.790735,
1579,Plumpton,lat_1,-33.76046221,
1580,Rooty Hill North,lat_1,-33.77974439,
1581,Rooty Hill South,lat_1,-33.79055857,
1582,St Clair,lat_1,-33.80277401,
1583,St Marys North,lat_1,-33.76581414,
1584,Shalvey,lat_1,-33.73514271,
1585,Tregear,lat_1,-33.75298918,
1586,Whalan,lat_1,-33.75799272,
1587,Willmot,lat_1,-33.74097774,
1588,Erskine Park,lat_1,-33.864921,
1589,Hassall Grove,lat_1,-33.74444664,
1590,Glendenning,lat_1,-33.761828,
1591,Schofields (Chifley),lat_1,-33.7244912,
1592,Dean Park,lat_1,-33.74664645,
1593,Marsden Park,lat_1,-33.73305746,
1594,Oxley Park,long_2,150.8034258,
1595,St Marys South,long_2,150.785827,
1596,St Clair West,long_2,150.7824357,
1597,Bennett Road,long_2,150.8119132,
1598,Bidwill,long_2,150.8348211,
1599,Blackett,long_2,150.8237687,
1600,St Clair East,long_2,150.8114852,
1601,Dharruk,long_2,150.8226981,
1602,Eastern Creek,long_2,150.8715578,
1603,Emerton,long_2,150.8108646,
1604,Hebersham,long_2,150.8348211,
1605,Lethbridge Park,long_2,150.8096033,
1606,Whalan South,long_2,150.8105906,
1607,Minchinbury,long_2,150.8446953,
1608,Mount Druitt,long_2,150.8349505,
1609,Mount Druitt North,long_2,150.8219782,
1610,Mount Druitt South,long_2,150.8275473,
1611,Plumpton,long_2,150.8472489,
1612,Rooty Hill North,long_2,150.8478526,
1613,Rooty Hill South,long_2,150.8652797,
1614,St Clair,long_2,150.7932327,
1615,St Marys North,long_2,150.7976226,
1616,Shalvey,long_2,150.8189207,
1617,Tregear,long_2,150.8014519,
1618,Whalan,long_2,150.815619,
1619,Willmot,long_2,150.816745,
1620,Erskine Park,long_2,150.8534727,
1621,Hassall Grove,long_2,150.849391,
1622,Glendenning,long_2,150.8652322,
1623,Schofields (Chifley),long_2,150.8832887,
1624,Dean Park,long_2,150.8758769,
1625,Marsden Park,long_2,150.8726371,
1626,Oxley Park,age0_17,25.2622,
1627,St Marys South,age0_17,24.7439,
1628,St Clair West,age0_17,25.7185,
1629,Bennett Road,age0_17,26.5389,
1630,Bidwill,age0_17,36.4623,
1631,Blackett,age0_17,31.9175,
1632,St Clair East,age0_17,27.8665,
1633,Dharruk,age0_17,29.3254,
1634,Eastern Creek,age0_17,28.4489,
1635,Emerton,age0_17,32.3474,
1636,Hebersham,age0_17,28.7401,
1637,Lethbridge Park,age0_17,31.2904,
1638,Whalan South,age0_17,31.4549,
1639,Minchinbury,age0_17,28.1624,
1640,Mount Druitt,age0_17,30.8763,
1641,Mount Druitt North,age0_17,30.7232,
1642,Mount Druitt South,age0_17,28.3971,
1643,Plumpton,age0_17,30.4269,
1644,Rooty Hill North,age0_17,26.6746,
1645,Rooty Hill South,age0_17,23.9213,
1646,St Clair,age0_17,23.9051,
1647,St Marys North,age0_17,27.7144,
1648,Shalvey,age0_17,32.0646,
1649,Tregear,age0_17,33.9086,
1650,Whalan,age0_17,29.831,
1651,Willmot,age0_17,31.3761,
1652,Erskine Park,age0_17,28.7525,
1653,Hassall Grove,age0_17,32.8125,
1654,Glendenning,age0_17,33.2354,
1655,Schofields (Chifley),age0_17,25.9955,
1656,Dean Park,age0_17,27.366,
1657,Marsden Park,age0_17,22.7979,
1658,Oxley Park,age18_22,6.993,
1659,St Marys South,age18_22,6.7505,
1660,St Clair West,age18_22,8.6223,
1661,Bennett Road,age18_22,6.9587,
1662,Bidwill,age18_22,7.3051,
1663,Blackett,age18_22,8.3458,
1664,St Clair East,age18_22,9.2727,
1665,Dharruk,age18_22,7.6986,
1666,Eastern Creek,age18_22,7.5768,
1667,Emerton,age18_22,9.0603,
1668,Hebersham,age18_22,8.9558,
1669,Lethbridge Park,age18_22,6.6629,
1670,Whalan South,age18_22,6.9672,
1671,Minchinbury,age18_22,8.8507,
1672,Mount Druitt,age18_22,6.8168,
1673,Mount Druitt North,age18_22,7.3238,
1674,Mount Druitt South,age18_22,7.2389,
1675,Plumpton,age18_22,8.7469,
1676,Rooty Hill North,age18_22,7.4784,
1677,Rooty Hill South,age18_22,7.0737,
1678,St Clair,age18_22,7.9396,
1679,St Marys North,age18_22,7.0575,
1680,Shalvey,age18_22,8.3353,
1681,Tregear,age18_22,8.0233,
1682,Whalan,age18_22,6.8332,
1683,Willmot,age18_22,6.8349,
1684,Erskine Park,age18_22,9.4617,
1685,Hassall Grove,age18_22,8.1414,
1686,Glendenning,age18_22,6.604,
1687,Schofields (Chifley),age18_22,7.438,
1688,Dean Park,age18_22,6.9505,
1689,Marsden Park,age18_22,6.7358,
1690,Oxley Park,age23_34,18.4441,
1691,St Marys South,age23_34,18.8315,
1692,St Clair West,age23_34,19.5439,
1693,Bennett Road,age23_34,16.8052,
1694,Bidwill,age23_34,14.32,
1695,Blackett,age23_34,14.8783,
1696,St Clair East,age23_34,16.5618,
1697,Dharruk,age23_34,17.8183,
1698,Eastern Creek,age23_34,17.584,
1699,Emerton,age23_34,13.4032,
1700,Hebersham,age23_34,15.7338,
1701,Lethbridge Park,age23_34,13.607,
1702,Whalan South,age23_34,14.515,
1703,Minchinbury,age23_34,15.4577,
1704,Mount Druitt,age23_34,21.7007,
1705,Mount Druitt North,age23_34,17.7107,
1706,Mount Druitt South,age23_34,19.4829,
1707,Plumpton,age23_34,16.2323,
1708,Rooty Hill North,age23_34,15.8386,
1709,Rooty Hill South,age23_34,14.7637,
1710,St Clair,age23_34,18.9428,
1711,St Marys North,age23_34,15.1737,
1712,Shalvey,age23_34,15.8998,
1713,Tregear,age23_34,15.3294,
1714,Whalan,age23_34,13.7766,
1715,Willmot,age23_34,18.3486,
1716,Erskine Park,age23_34,14.1282,
1717,Hassall Grove,age23_34,16.653,
1718,Glendenning,age23_34,19.4395,
1719,Schofields (Chifley),age23_34,16.4538,
1720,Dean Park,age23_34,20.9028,
1721,Marsden Park,age23_34,13.3235,
1722,Oxley Park,age60_74,12.3689,
1723,St Marys South,age60_74,13.0819,
1724,St Clair West,age60_74,8.4925,
1725,Bennett Road,age60_74,12.9596,
1726,Bidwill,age60_74,9.6644,
1727,Blackett,age60_74,13.0899,
1728,St Clair East,age60_74,7.9665,
1729,Dharruk,age60_74,10.7454,
1730,Eastern Creek,age60_74,10.0786,
1731,Emerton,age60_74,12.6919,
1732,Hebersham,age60_74,9.4443,
1733,Lethbridge Park,age60_74,15.0689,
1734,Whalan South,age60_74,13.9003,
1735,Minchinbury,age60_74,9.0571,
1736,Mount Druitt,age60_74,7.0291,
1737,Mount Druitt North,age60_74,9.4887,
1738,Mount Druitt South,age60_74,10.7342,
1739,Plumpton,age60_74,6.5844,
1740,Rooty Hill North,age60_74,12.1587,
1741,Rooty Hill South,age60_74,12.1808,
1742,St Clair,age60_74,11.0032,
1743,St Marys North,age60_74,13.0565,
1744,Shalvey,age60_74,12.2862,
1745,Tregear,age60_74,11.4299,
1746,Whalan,age60_74,14.8788,
1747,Willmot,age60_74,12.2018,
1748,Erskine Park,age60_74,7.4775,
1749,Hassall Grove,age60_74,6.2637,
1750,Glendenning,age60_74,4.7619,
1751,Schofields (Chifley),age60_74,12.8475,
1752,Dean Park,age60_74,7.5147,
1753,Marsden Park,age60_74,16.9504,
1754,Oxley Park,long_1,150.7773391,
1755,St Marys South,long_1,150.764765,
1756,St Clair West,long_1,150.7682685,
1757,Bennett Road,long_1,150.7824357,
1758,Bidwill,long_1,150.8151793,
1759,Blackett,long_1,150.8086969,
1760,St Clair East,long_1,150.7901458,
1761,Dharruk,long_1,150.8106611,
1762,Eastern Creek,long_1,150.8414354,
1763,Emerton,long_1,150.798539,
1764,Hebersham,long_1,150.8192862,
1765,Lethbridge Park,long_1,150.7920419,
1766,Whalan South,long_1,150.7916048,
1767,Minchinbury,long_1,150.8221923,
1768,Mount Druitt,long_1,150.8165463,
1769,Mount Druitt North,long_1,150.801199,
1770,Mount Druitt South,long_1,150.8033379,
1771,Plumpton,long_1,150.8289717,
1772,Rooty Hill North,long_1,150.8291574,
1773,Rooty Hill South,long_1,150.836096,
1774,St Clair,long_1,150.7759323,
1775,St Marys North,long_1,150.752163,
1776,Shalvey,long_1,150.800116,
1777,Tregear,long_1,150.7839739,
1778,Whalan,long_1,150.8020237,
1779,Willmot,long_1,150.7596299,
1780,Erskine Park,long_1,150.7753495,
1781,Hassall Grove,long_1,150.8295749,
1782,Glendenning,long_1,150.842701,
1783,Schofields (Chifley),long_1,150.84477,
1784,Dean Park,long_1,150.8486914,
1785,Marsden Park,long_1,150.784981,
1786,Oxley Park,lat_2,-33.76302002,
1787,St Marys South,lat_2,-33.77233394,
1788,St Clair West,lat_2,-33.78407782,
1789,Bennett Road,lat_2,-33.77462137,
1790,Bidwill,lat_2,-33.72456102,
1791,Blackett,lat_2,-33.72862886,
1792,St Clair East,lat_2,-33.78837389,
1793,Dharruk,lat_2,-33.742973,
1794,Eastern Creek,lat_2,-33.78131967,
1795,Emerton,lat_2,-33.73506749,
1796,Hebersham,lat_2,-33.74037515,
1797,Lethbridge Park,lat_2,-33.72890199,
1798,Whalan South,lat_2,-33.748963,
1799,Minchinbury,lat_2,-33.77521831,
1800,Mount Druitt,lat_2,-33.75692916,
1801,Mount Druitt North,lat_2,-33.75360101,
1802,Mount Druitt South,lat_2,-33.76840778,
1803,Plumpton,lat_2,-33.73971322,
1804,Rooty Hill North,lat_2,-33.757382,
1805,Rooty Hill South,lat_2,-33.75930154,
1806,St Clair,lat_2,-33.78594458,
1807,St Marys North,lat_2,-33.73520128,
1808,Shalvey,lat_2,-33.72272018,
1809,Tregear,lat_2,-33.73310588,
1810,Whalan,lat_2,-33.745896,
1811,Willmot,lat_2,-33.69106044,
1812,Erskine Park,lat_2,-33.790125,
1813,Hassall Grove,lat_2,-33.72620983,
1814,Glendenning,lat_2,-33.73372566,
1815,Schofields (Chifley),lat_2,-33.67988685,
1816,Dean Park,lat_2,-33.72871298,
1817,Marsden Park,lat_2,-33.64291701,
1818,Blackett,total_public_toilet,1,
1819,Colyton,total_public_toilet,3,
1820,Eastern Creek,total_public_toilet,1,
1821,Emerton,total_public_toilet,2,
1822,Erskine Park,total_public_toilet,1,
1823,Glendenning,total_public_toilet,1,
1824,Hebersham,total_public_toilet,1,
1825,Lethbridge Park,total_public_toilet,1,
1826,Minchinbury,total_public_toilet,4,
1827,Mount Druitt,total_public_toilet,6,
1828,North St Marys,total_public_toilet,1,
1829,Oakhurst,total_public_toilet,1,
1830,Oxley Park,total_public_toilet,1,
1831,Plumpton,total_public_toilet,3,
1832,Rooty Hill,total_public_toilet,5,
1833,Shalvey,total_public_toilet,2,
1834,St Marys,total_public_toilet,1,
1835,Tregear,total_public_toilet,1,
1836,Whalan,total_public_toilet,5,
1837,Willmot,total_public_toilet,2,
